Notes	County of Residence	County of Residence Code	Mother's Single Race 6	Mother's Single Race 6 Code	Plurality	Plurality Code	Infant Birth Weight 12	Infant Birth Weight 12 Code	Year	Year Code	Births
	"Dutchess County, NY"	36027	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Dutchess County, NY"	36027	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Dutchess County, NY"	36027	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Dutchess County, NY"	36027	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Dutchess County, NY"	36027	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Dutchess County, NY"	36027	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Dutchess County, NY"	36027	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Dutchess County, NY"	36027	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Dutchess County, NY"	36027	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Dutchess County, NY"	36027	Asian	A	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Dutchess County, NY"	36027	Asian	A	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Dutchess County, NY"	36027	Asian	A	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Dutchess County, NY"	36027	Asian	A	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Dutchess County, NY"	36027	Asian	A	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Asian	A	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Dutchess County, NY"	36027	Asian	A	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Dutchess County, NY"	36027	Asian	A	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Dutchess County, NY"	36027	Asian	A	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Dutchess County, NY"	36027	Asian	A	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Dutchess County, NY"	36027	Asian	A	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Asian	A	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Dutchess County, NY"	36027	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Dutchess County, NY"	36027	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Dutchess County, NY"	36027	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Dutchess County, NY"	36027	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Dutchess County, NY"	36027	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Dutchess County, NY"	36027	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Dutchess County, NY"	36027	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Dutchess County, NY"	36027	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Dutchess County, NY"	36027	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Dutchess County, NY"	36027	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Dutchess County, NY"	36027	White	2106-3	Single	1	500 - 999 grams	2	2016	2016	10
	"Dutchess County, NY"	36027	White	2106-3	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Dutchess County, NY"	36027	White	2106-3	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Dutchess County, NY"	36027	White	2106-3	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Dutchess County, NY"	36027	White	2106-3	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Dutchess County, NY"	36027	White	2106-3	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Dutchess County, NY"	36027	White	2106-3	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Dutchess County, NY"	36027	White	2106-3	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Dutchess County, NY"	36027	White	2106-3	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Dutchess County, NY"	36027	White	2106-3	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Dutchess County, NY"	36027	White	2106-3	Single	1	1000 - 1499 grams	3	2020	2020	11
	"Dutchess County, NY"	36027	White	2106-3	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Erie County, NY"	36029	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Erie County, NY"	36029	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Erie County, NY"	36029	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Erie County, NY"	36029	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Erie County, NY"	36029	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Erie County, NY"	36029	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Erie County, NY"	36029	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Erie County, NY"	36029	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Erie County, NY"	36029	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Erie County, NY"	36029	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Erie County, NY"	36029	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Erie County, NY"	36029	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Erie County, NY"	36029	Asian	A	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Erie County, NY"	36029	Asian	A	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Erie County, NY"	36029	Asian	A	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Erie County, NY"	36029	Asian	A	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Erie County, NY"	36029	Asian	A	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Erie County, NY"	36029	Asian	A	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Erie County, NY"	36029	Asian	A	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Erie County, NY"	36029	Asian	A	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Erie County, NY"	36029	Asian	A	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Erie County, NY"	36029	Asian	A	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Erie County, NY"	36029	Asian	A	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Erie County, NY"	36029	Asian	A	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Erie County, NY"	36029	Black or African American	2054-5	Single	1	500 - 999 grams	2	2016	2016	19
	"Erie County, NY"	36029	Black or African American	2054-5	Single	1	500 - 999 grams	2	2017	2017	29
	"Erie County, NY"	36029	Black or African American	2054-5	Single	1	500 - 999 grams	2	2018	2018	26
	"Erie County, NY"	36029	Black or African American	2054-5	Single	1	500 - 999 grams	2	2019	2019	15
	"Erie County, NY"	36029	Black or African American	2054-5	Single	1	500 - 999 grams	2	2020	2020	17
	"Erie County, NY"	36029	Black or African American	2054-5	Single	1	500 - 999 grams	2	2021	2021	18
	"Erie County, NY"	36029	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2016	2016	24
	"Erie County, NY"	36029	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2017	2017	19
	"Erie County, NY"	36029	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2018	2018	21
	"Erie County, NY"	36029	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2019	2019	23
	"Erie County, NY"	36029	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2020	2020	27
	"Erie County, NY"	36029	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2021	2021	20
	"Erie County, NY"	36029	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Erie County, NY"	36029	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Erie County, NY"	36029	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Erie County, NY"	36029	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Erie County, NY"	36029	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Erie County, NY"	36029	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Erie County, NY"	36029	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Erie County, NY"	36029	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Erie County, NY"	36029	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Erie County, NY"	36029	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Erie County, NY"	36029	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Erie County, NY"	36029	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Erie County, NY"	36029	White	2106-3	Single	1	500 - 999 grams	2	2016	2016	30
	"Erie County, NY"	36029	White	2106-3	Single	1	500 - 999 grams	2	2017	2017	15
	"Erie County, NY"	36029	White	2106-3	Single	1	500 - 999 grams	2	2018	2018	23
	"Erie County, NY"	36029	White	2106-3	Single	1	500 - 999 grams	2	2019	2019	18
	"Erie County, NY"	36029	White	2106-3	Single	1	500 - 999 grams	2	2020	2020	21
	"Erie County, NY"	36029	White	2106-3	Single	1	500 - 999 grams	2	2021	2021	17
	"Erie County, NY"	36029	White	2106-3	Single	1	1000 - 1499 grams	3	2016	2016	28
	"Erie County, NY"	36029	White	2106-3	Single	1	1000 - 1499 grams	3	2017	2017	28
	"Erie County, NY"	36029	White	2106-3	Single	1	1000 - 1499 grams	3	2018	2018	27
	"Erie County, NY"	36029	White	2106-3	Single	1	1000 - 1499 grams	3	2019	2019	37
	"Erie County, NY"	36029	White	2106-3	Single	1	1000 - 1499 grams	3	2020	2020	28
	"Erie County, NY"	36029	White	2106-3	Single	1	1000 - 1499 grams	3	2021	2021	40
	"Jefferson County, NY"	36045	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Jefferson County, NY"	36045	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Jefferson County, NY"	36045	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Jefferson County, NY"	36045	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Jefferson County, NY"	36045	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Jefferson County, NY"	36045	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Jefferson County, NY"	36045	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Jefferson County, NY"	36045	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Jefferson County, NY"	36045	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Jefferson County, NY"	36045	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Jefferson County, NY"	36045	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Jefferson County, NY"	36045	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Jefferson County, NY"	36045	Asian	A	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Jefferson County, NY"	36045	Asian	A	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Jefferson County, NY"	36045	Asian	A	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Jefferson County, NY"	36045	Asian	A	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Jefferson County, NY"	36045	Asian	A	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Jefferson County, NY"	36045	Asian	A	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Jefferson County, NY"	36045	Asian	A	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Jefferson County, NY"	36045	Asian	A	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Jefferson County, NY"	36045	Asian	A	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Jefferson County, NY"	36045	Asian	A	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Jefferson County, NY"	36045	Asian	A	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Jefferson County, NY"	36045	Asian	A	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Jefferson County, NY"	36045	Black or African American	2054-5	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Jefferson County, NY"	36045	Black or African American	2054-5	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Jefferson County, NY"	36045	Black or African American	2054-5	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Jefferson County, NY"	36045	Black or African American	2054-5	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Jefferson County, NY"	36045	Black or African American	2054-5	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Jefferson County, NY"	36045	Black or African American	2054-5	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Jefferson County, NY"	36045	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Jefferson County, NY"	36045	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Jefferson County, NY"	36045	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Jefferson County, NY"	36045	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Jefferson County, NY"	36045	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Jefferson County, NY"	36045	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Jefferson County, NY"	36045	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Jefferson County, NY"	36045	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Jefferson County, NY"	36045	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Jefferson County, NY"	36045	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Jefferson County, NY"	36045	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Jefferson County, NY"	36045	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Jefferson County, NY"	36045	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Jefferson County, NY"	36045	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Jefferson County, NY"	36045	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Jefferson County, NY"	36045	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Jefferson County, NY"	36045	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Jefferson County, NY"	36045	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Jefferson County, NY"	36045	White	2106-3	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Jefferson County, NY"	36045	White	2106-3	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Jefferson County, NY"	36045	White	2106-3	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Jefferson County, NY"	36045	White	2106-3	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Jefferson County, NY"	36045	White	2106-3	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Jefferson County, NY"	36045	White	2106-3	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Jefferson County, NY"	36045	White	2106-3	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Jefferson County, NY"	36045	White	2106-3	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Jefferson County, NY"	36045	White	2106-3	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Jefferson County, NY"	36045	White	2106-3	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Jefferson County, NY"	36045	White	2106-3	Single	1	1000 - 1499 grams	3	2020	2020	11
	"Jefferson County, NY"	36045	White	2106-3	Single	1	1000 - 1499 grams	3	2021	2021	10
	"Kings County, NY"	36047	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Kings County, NY"	36047	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Kings County, NY"	36047	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Kings County, NY"	36047	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Kings County, NY"	36047	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Kings County, NY"	36047	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2021	2021	Suppressed
