"Notes"	"County of Residence"	"County of Residence Code"	"Mother's Single Race 6"	"Mother's Single Race 6 Code"	"Mother's Hispanic Origin"	"Mother's Hispanic Origin Code"	"Mother's Weight Gain Recode"	"Mother's Weight Gain Recode Code"	Births
	"Saratoga County, NY"	"36091"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"Less than 11 pounds"	"1"	Suppressed
	"Saratoga County, NY"	"36091"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"11 to 20 pounds"	"2"	Suppressed
	"Saratoga County, NY"	"36091"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"21 to 30 pounds"	"3"	Suppressed
	"Saratoga County, NY"	"36091"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"31 to 40 pounds"	"4"	Suppressed
	"Saratoga County, NY"	"36091"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"41 to 98 pounds"	"5"	Suppressed
	"Saratoga County, NY"	"36091"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"Unknown or Not Stated"	"9"	Suppressed
	"Saratoga County, NY"	"36091"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-5"	"Less than 11 pounds"	"1"	Suppressed
	"Saratoga County, NY"	"36091"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-5"	"11 to 20 pounds"	"2"	Suppressed
	"Saratoga County, NY"	"36091"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-5"	"21 to 30 pounds"	"3"	Suppressed
	"Saratoga County, NY"	"36091"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-5"	"31 to 40 pounds"	"4"	Suppressed
	"Saratoga County, NY"	"36091"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-5"	"41 to 98 pounds"	"5"	Suppressed
	"Saratoga County, NY"	"36091"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-5"	"Unknown or Not Stated"	"9"	Suppressed
	"Saratoga County, NY"	"36091"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	"Less than 11 pounds"	"1"	Suppressed
	"Saratoga County, NY"	"36091"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	"11 to 20 pounds"	"2"	Suppressed
	"Saratoga County, NY"	"36091"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	"21 to 30 pounds"	"3"	Suppressed
	"Saratoga County, NY"	"36091"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	"31 to 40 pounds"	"4"	Suppressed
	"Saratoga County, NY"	"36091"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	"41 to 98 pounds"	"5"	Suppressed
	"Saratoga County, NY"	"36091"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	"Unknown or Not Stated"	"9"	Suppressed
	"Saratoga County, NY"	"36091"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-5"	"Less than 11 pounds"	"1"	Suppressed
	"Saratoga County, NY"	"36091"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-5"	"11 to 20 pounds"	"2"	Suppressed
	"Saratoga County, NY"	"36091"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-5"	"21 to 30 pounds"	"3"	Suppressed
	"Saratoga County, NY"	"36091"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-5"	"31 to 40 pounds"	"4"	Suppressed
	"Saratoga County, NY"	"36091"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-5"	"41 to 98 pounds"	"5"	Suppressed
	"Saratoga County, NY"	"36091"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-5"	"Unknown or Not Stated"	"9"	Suppressed
	"Saratoga County, NY"	"36091"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"Less than 11 pounds"	"1"	Suppressed
	"Saratoga County, NY"	"36091"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"11 to 20 pounds"	"2"	Suppressed
	"Saratoga County, NY"	"36091"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"21 to 30 pounds"	"3"	Suppressed
	"Saratoga County, NY"	"36091"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"31 to 40 pounds"	"4"	Suppressed
	"Saratoga County, NY"	"36091"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"41 to 98 pounds"	"5"	Suppressed
	"Saratoga County, NY"	"36091"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"Unknown or Not Stated"	"9"	Suppressed
	"Saratoga County, NY"	"36091"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-5"	"Less than 11 pounds"	"1"	25
	"Saratoga County, NY"	"36091"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-5"	"11 to 20 pounds"	"2"	35
	"Saratoga County, NY"	"36091"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-5"	"21 to 30 pounds"	"3"	54
	"Saratoga County, NY"	"36091"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-5"	"31 to 40 pounds"	"4"	31
	"Saratoga County, NY"	"36091"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-5"	"41 to 98 pounds"	"5"	14
	"Saratoga County, NY"	"36091"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-5"	"Unknown or Not Stated"	"9"	Suppressed
	"Schenectady County, NY"	"36093"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"Less than 11 pounds"	"1"	Suppressed
	"Schenectady County, NY"	"36093"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"11 to 20 pounds"	"2"	Suppressed
	"Schenectady County, NY"	"36093"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"21 to 30 pounds"	"3"	Suppressed
	"Schenectady County, NY"	"36093"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"31 to 40 pounds"	"4"	Suppressed
	"Schenectady County, NY"	"36093"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"41 to 98 pounds"	"5"	Suppressed
	"Schenectady County, NY"	"36093"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"Unknown or Not Stated"	"9"	Suppressed
	"Schenectady County, NY"	"36093"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-5"	"Less than 11 pounds"	"1"	Suppressed
	"Schenectady County, NY"	"36093"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-5"	"11 to 20 pounds"	"2"	10
	"Schenectady County, NY"	"36093"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-5"	"21 to 30 pounds"	"3"	Suppressed
	"Schenectady County, NY"	"36093"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-5"	"31 to 40 pounds"	"4"	Suppressed
	"Schenectady County, NY"	"36093"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-5"	"41 to 98 pounds"	"5"	Suppressed
	"Schenectady County, NY"	"36093"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-5"	"Unknown or Not Stated"	"9"	Suppressed
	"Schenectady County, NY"	"36093"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	"Less than 11 pounds"	"1"	Suppressed
	"Schenectady County, NY"	"36093"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	"11 to 20 pounds"	"2"	Suppressed
	"Schenectady County, NY"	"36093"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	"21 to 30 pounds"	"3"	Suppressed
	"Schenectady County, NY"	"36093"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	"31 to 40 pounds"	"4"	Suppressed
	"Schenectady County, NY"	"36093"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	"41 to 98 pounds"	"5"	Suppressed
	"Schenectady County, NY"	"36093"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	"Unknown or Not Stated"	"9"	Suppressed
	"Schenectady County, NY"	"36093"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-5"	"Less than 11 pounds"	"1"	13
	"Schenectady County, NY"	"36093"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-5"	"11 to 20 pounds"	"2"	17
	"Schenectady County, NY"	"36093"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-5"	"21 to 30 pounds"	"3"	14
	"Schenectady County, NY"	"36093"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-5"	"31 to 40 pounds"	"4"	Suppressed
	"Schenectady County, NY"	"36093"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-5"	"41 to 98 pounds"	"5"	Suppressed
	"Schenectady County, NY"	"36093"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-5"	"Unknown or Not Stated"	"9"	Suppressed
	"Schenectady County, NY"	"36093"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"Less than 11 pounds"	"1"	Suppressed
	"Schenectady County, NY"	"36093"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"11 to 20 pounds"	"2"	Suppressed
	"Schenectady County, NY"	"36093"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"21 to 30 pounds"	"3"	Suppressed
	"Schenectady County, NY"	"36093"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"31 to 40 pounds"	"4"	Suppressed
	"Schenectady County, NY"	"36093"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"41 to 98 pounds"	"5"	Suppressed
	"Schenectady County, NY"	"36093"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"Unknown or Not Stated"	"9"	Suppressed
	"Schenectady County, NY"	"36093"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-5"	"Less than 11 pounds"	"1"	21
	"Schenectady County, NY"	"36093"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-5"	"11 to 20 pounds"	"2"	39
	"Schenectady County, NY"	"36093"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-5"	"21 to 30 pounds"	"3"	34
	"Schenectady County, NY"	"36093"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-5"	"31 to 40 pounds"	"4"	19
	"Schenectady County, NY"	"36093"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-5"	"41 to 98 pounds"	"5"	Suppressed
	"Schenectady County, NY"	"36093"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-5"	"Unknown or Not Stated"	"9"	15
	"Suffolk County, NY"	"36103"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"Less than 11 pounds"	"1"	Suppressed
	"Suffolk County, NY"	"36103"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"11 to 20 pounds"	"2"	Suppressed
	"Suffolk County, NY"	"36103"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"21 to 30 pounds"	"3"	Suppressed
	"Suffolk County, NY"	"36103"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"31 to 40 pounds"	"4"	Suppressed
	"Suffolk County, NY"	"36103"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"41 to 98 pounds"	"5"	Suppressed
	"Suffolk County, NY"	"36103"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"Unknown or Not Stated"	"9"	Suppressed
	"Suffolk County, NY"	"36103"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-5"	"Less than 11 pounds"	"1"	16
	"Suffolk County, NY"	"36103"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-5"	"11 to 20 pounds"	"2"	30
	"Suffolk County, NY"	"36103"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-5"	"21 to 30 pounds"	"3"	53
	"Suffolk County, NY"	"36103"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-5"	"31 to 40 pounds"	"4"	21
	"Suffolk County, NY"	"36103"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-5"	"41 to 98 pounds"	"5"	10
	"Suffolk County, NY"	"36103"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-5"	"Unknown or Not Stated"	"9"	11
	"Suffolk County, NY"	"36103"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	"Less than 11 pounds"	"1"	Suppressed
	"Suffolk County, NY"	"36103"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	"11 to 20 pounds"	"2"	17
	"Suffolk County, NY"	"36103"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	"21 to 30 pounds"	"3"	12
	"Suffolk County, NY"	"36103"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	"31 to 40 pounds"	"4"	Suppressed
	"Suffolk County, NY"	"36103"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	"41 to 98 pounds"	"5"	Suppressed
	"Suffolk County, NY"	"36103"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	"Unknown or Not Stated"	"9"	Suppressed
	"Suffolk County, NY"	"36103"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-5"	"Less than 11 pounds"	"1"	38
	"Suffolk County, NY"	"36103"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-5"	"11 to 20 pounds"	"2"	41
	"Suffolk County, NY"	"36103"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-5"	"21 to 30 pounds"	"3"	69
	"Suffolk County, NY"	"36103"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-5"	"31 to 40 pounds"	"4"	47
	"Suffolk County, NY"	"36103"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-5"	"41 to 98 pounds"	"5"	47
	"Suffolk County, NY"	"36103"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-5"	"Unknown or Not Stated"	"9"	36
	"Suffolk County, NY"	"36103"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"Less than 11 pounds"	"1"	80
	"Suffolk County, NY"	"36103"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"11 to 20 pounds"	"2"	143
	"Suffolk County, NY"	"36103"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"21 to 30 pounds"	"3"	172
	"Suffolk County, NY"	"36103"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"31 to 40 pounds"	"4"	70
	"Suffolk County, NY"	"36103"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"41 to 98 pounds"	"5"	61
	"Suffolk County, NY"	"36103"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"Unknown or Not Stated"	"9"	66
	"Suffolk County, NY"	"36103"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-5"	"Less than 11 pounds"	"1"	71
	"Suffolk County, NY"	"36103"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-5"	"11 to 20 pounds"	"2"	129
	"Suffolk County, NY"	"36103"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-5"	"21 to 30 pounds"	"3"	225
	"Suffolk County, NY"	"36103"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-5"	"31 to 40 pounds"	"4"	154
	"Suffolk County, NY"	"36103"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-5"	"41 to 98 pounds"	"5"	111
	"Suffolk County, NY"	"36103"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-5"	"Unknown or Not Stated"	"9"	96
	"Tompkins County, NY"	"36109"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"Less than 11 pounds"	"1"	Suppressed
	"Tompkins County, NY"	"36109"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"11 to 20 pounds"	"2"	Suppressed
	"Tompkins County, NY"	"36109"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"21 to 30 pounds"	"3"	Suppressed
	"Tompkins County, NY"	"36109"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"31 to 40 pounds"	"4"	Suppressed
	"Tompkins County, NY"	"36109"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"41 to 98 pounds"	"5"	Suppressed
	"Tompkins County, NY"	"36109"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"Unknown or Not Stated"	"9"	Suppressed
	"Tompkins County, NY"	"36109"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-5"	"Less than 11 pounds"	"1"	Suppressed
	"Tompkins County, NY"	"36109"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-5"	"11 to 20 pounds"	"2"	Suppressed
	"Tompkins County, NY"	"36109"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-5"	"21 to 30 pounds"	"3"	Suppressed
	"Tompkins County, NY"	"36109"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-5"	"31 to 40 pounds"	"4"	Suppressed
	"Tompkins County, NY"	"36109"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-5"	"41 to 98 pounds"	"5"	Suppressed
	"Tompkins County, NY"	"36109"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-5"	"Unknown or Not Stated"	"9"	Suppressed
	"Tompkins County, NY"	"36109"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	"Less than 11 pounds"	"1"	Suppressed
	"Tompkins County, NY"	"36109"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	"11 to 20 pounds"	"2"	Suppressed
	"Tompkins County, NY"	"36109"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	"21 to 30 pounds"	"3"	Suppressed
	"Tompkins County, NY"	"36109"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	"31 to 40 pounds"	"4"	Suppressed
	"Tompkins County, NY"	"36109"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	"41 to 98 pounds"	"5"	Suppressed
	"Tompkins County, NY"	"36109"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	"Unknown or Not Stated"	"9"	Suppressed
	"Tompkins County, NY"	"36109"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-5"	"Less than 11 pounds"	"1"	Suppressed
	"Tompkins County, NY"	"36109"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-5"	"11 to 20 pounds"	"2"	Suppressed
	"Tompkins County, NY"	"36109"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-5"	"21 to 30 pounds"	"3"	Suppressed
	"Tompkins County, NY"	"36109"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-5"	"31 to 40 pounds"	"4"	Suppressed
	"Tompkins County, NY"	"36109"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-5"	"41 to 98 pounds"	"5"	Suppressed
	"Tompkins County, NY"	"36109"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-5"	"Unknown or Not Stated"	"9"	Suppressed
	"Tompkins County, NY"	"36109"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"Less than 11 pounds"	"1"	Suppressed
	"Tompkins County, NY"	"36109"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"11 to 20 pounds"	"2"	Suppressed
	"Tompkins County, NY"	"36109"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"21 to 30 pounds"	"3"	Suppressed
	"Tompkins County, NY"	"36109"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"31 to 40 pounds"	"4"	Suppressed
	"Tompkins County, NY"	"36109"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"41 to 98 pounds"	"5"	Suppressed
	"Tompkins County, NY"	"36109"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"Unknown or Not Stated"	"9"	Suppressed
	"Tompkins County, NY"	"36109"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-5"	"Less than 11 pounds"	"1"	Suppressed
	"Tompkins County, NY"	"36109"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-5"	"11 to 20 pounds"	"2"	13
	"Tompkins County, NY"	"36109"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-5"	"21 to 30 pounds"	"3"	16
	"Tompkins County, NY"	"36109"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-5"	"31 to 40 pounds"	"4"	Suppressed
	"Tompkins County, NY"	"36109"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-5"	"41 to 98 pounds"	"5"	Suppressed
	"Tompkins County, NY"	"36109"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-5"	"Unknown or Not Stated"	"9"	Suppressed
	"Ulster County, NY"	"36111"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"Less than 11 pounds"	"1"	Suppressed
	"Ulster County, NY"	"36111"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"11 to 20 pounds"	"2"	Suppressed
	"Ulster County, NY"	"36111"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"21 to 30 pounds"	"3"	Suppressed
	"Ulster County, NY"	"36111"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"31 to 40 pounds"	"4"	Suppressed
	"Ulster County, NY"	"36111"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"41 to 98 pounds"	"5"	Suppressed
	"Ulster County, NY"	"36111"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"Unknown or Not Stated"	"9"	Suppressed
	"Ulster County, NY"	"36111"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-5"	"Less than 11 pounds"	"1"	Suppressed
	"Ulster County, NY"	"36111"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-5"	"11 to 20 pounds"	"2"	Suppressed
	"Ulster County, NY"	"36111"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-5"	"21 to 30 pounds"	"3"	Suppressed
	"Ulster County, NY"	"36111"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-5"	"31 to 40 pounds"	"4"	Suppressed
	"Ulster County, NY"	"36111"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-5"	"41 to 98 pounds"	"5"	Suppressed
	"Ulster County, NY"	"36111"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-5"	"Unknown or Not Stated"	"9"	Suppressed
	"Ulster County, NY"	"36111"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	"Less than 11 pounds"	"1"	Suppressed
	"Ulster County, NY"	"36111"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	"11 to 20 pounds"	"2"	Suppressed
	"Ulster County, NY"	"36111"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	"21 to 30 pounds"	"3"	Suppressed
	"Ulster County, NY"	"36111"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	"31 to 40 pounds"	"4"	Suppressed
	"Ulster County, NY"	"36111"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	"41 to 98 pounds"	"5"	Suppressed
	"Ulster County, NY"	"36111"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	"Unknown or Not Stated"	"9"	Suppressed
	"Ulster County, NY"	"36111"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-5"	"Less than 11 pounds"	"1"	Suppressed
	"Ulster County, NY"	"36111"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-5"	"11 to 20 pounds"	"2"	Suppressed
	"Ulster County, NY"	"36111"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-5"	"21 to 30 pounds"	"3"	Suppressed
	"Ulster County, NY"	"36111"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-5"	"31 to 40 pounds"	"4"	Suppressed
	"Ulster County, NY"	"36111"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-5"	"41 to 98 pounds"	"5"	Suppressed
	"Ulster County, NY"	"36111"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-5"	"Unknown or Not Stated"	"9"	Suppressed
	"Ulster County, NY"	"36111"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"Less than 11 pounds"	"1"	Suppressed
	"Ulster County, NY"	"36111"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"11 to 20 pounds"	"2"	11
	"Ulster County, NY"	"36111"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"21 to 30 pounds"	"3"	Suppressed
	"Ulster County, NY"	"36111"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"31 to 40 pounds"	"4"	Suppressed
	"Ulster County, NY"	"36111"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"41 to 98 pounds"	"5"	Suppressed
	"Ulster County, NY"	"36111"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"Unknown or Not Stated"	"9"	Suppressed
	"Ulster County, NY"	"36111"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-5"	"Less than 11 pounds"	"1"	21
	"Ulster County, NY"	"36111"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-5"	"11 to 20 pounds"	"2"	32
	"Ulster County, NY"	"36111"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-5"	"21 to 30 pounds"	"3"	25
	"Ulster County, NY"	"36111"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-5"	"31 to 40 pounds"	"4"	19
	"Ulster County, NY"	"36111"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-5"	"41 to 98 pounds"	"5"	11
	"Ulster County, NY"	"36111"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-5"	"Unknown or Not Stated"	"9"	Suppressed
	"Westchester County, NY"	"36119"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"Less than 11 pounds"	"1"	Suppressed
	"Westchester County, NY"	"36119"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"11 to 20 pounds"	"2"	Suppressed
	"Westchester County, NY"	"36119"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"21 to 30 pounds"	"3"	Suppressed
	"Westchester County, NY"	"36119"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"31 to 40 pounds"	"4"	Suppressed
	"Westchester County, NY"	"36119"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"41 to 98 pounds"	"5"	Suppressed
	"Westchester County, NY"	"36119"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"Unknown or Not Stated"	"9"	Suppressed
	"Westchester County, NY"	"36119"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-5"	"Less than 11 pounds"	"1"	13
	"Westchester County, NY"	"36119"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-5"	"11 to 20 pounds"	"2"	44
	"Westchester County, NY"	"36119"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-5"	"21 to 30 pounds"	"3"	42
	"Westchester County, NY"	"36119"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-5"	"31 to 40 pounds"	"4"	26
	"Westchester County, NY"	"36119"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-5"	"41 to 98 pounds"	"5"	Suppressed
	"Westchester County, NY"	"36119"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-5"	"Unknown or Not Stated"	"9"	Suppressed
	"Westchester County, NY"	"36119"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	"Less than 11 pounds"	"1"	Suppressed
	"Westchester County, NY"	"36119"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	"11 to 20 pounds"	"2"	17
	"Westchester County, NY"	"36119"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	"21 to 30 pounds"	"3"	31
	"Westchester County, NY"	"36119"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	"31 to 40 pounds"	"4"	10
